timestamp,application_id,device_eui,event_type,frame_count,port,raw_data_base64,raw_data_hex,data_size_bytes,spreading_factor,bandwidth,frequency,code_rate,gateway_id,rssi,snr,channel,ascii_data
2025-07-07 21:11:09,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,118,8,eyJkIjpbMzMuOCwxOC4yXSwic2YiOjExLCJ0IjoyMjJ9,7B2264223A5B33332E382C31382E325D2C227366223A31312C2274223A3232327D,33,11,125000,868500000,CR_4_5,aa555a0000000000,-27,7.5,2,"{""d"":[33.8,18.2],""sf"":11,""t"":222}"
2025-07-07 21:11:29,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,119,8,eyJkIjpbMzMuMCwxOS4yXSwic2YiOjEyLCJ0IjoyMjN9,7B2264223A5B33332E302C31392E325D2C227366223A31322C2274223A3232337D,33,12,125000,868100000,CR_4_5,aa555a0000000000,-40,8.5,,"{""d"":[33.0,19.2],""sf"":12,""t"":223}"
2025-07-07 21:11:47,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,120,8,eyJkIjpbMzMuNSwxOS43XSwic2YiOjcsInQiOjIyNX0=,7B2264223A5B33332E352C31392E375D2C227366223A372C2274223A3232357D,32,7,125000,868500000,CR_4_5,aa555a0000000000,-42,10.0,2,"{""d"":[33.5,19.7],""sf"":7,""t"":225}"
2025-07-07 21:12:06,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,121,8,eyJkIjpbMzMuOCwyMC4zXSwic2YiOjgsInQiOjIyN30=,7B2264223A5B33332E382C32302E335D2C227366223A382C2274223A3232377D,32,8,125000,868500000,CR_4_5,aa555a0000000000,-48,12.8,2,"{""d"":[33.8,20.3],""sf"":8,""t"":227}"
2025-07-07 21:12:24,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,122,8,eyJkIjpbMzMuOCwyMC4xXSwic2YiOjksInQiOjIyOX0=,7B2264223A5B33332E382C32302E315D2C227366223A392C2274223A3232397D,32,9,125000,868500000,CR_4_5,aa555a0000000000,-58,9.8,2,"{""d"":[33.8,20.1],""sf"":9,""t"":229}"
2025-07-07 21:12:43,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,123,8,eyJkIjpbMzMuMiwyMC4yXSwic2YiOjEwLCJ0IjoyMzF9,7B2264223A5B33332E322C32302E325D2C227366223A31302C2274223A3233317D,33,10,125000,868300000,CR_4_5,aa555a0000000000,-58,12.5,1,"{""d"":[33.2,20.2],""sf"":10,""t"":231}"
2025-07-07 21:13:01,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,124,8,eyJkIjpbMzQuMiwyMC4yXSwic2YiOjExLCJ0IjoyMzN9,7B2264223A5B33342E322C32302E325D2C227366223A31312C2274223A3233337D,33,11,125000,868300000,CR_4_5,aa555a0000000000,-58,8.5,1,"{""d"":[34.2,20.2],""sf"":11,""t"":233}"
2025-07-07 21:13:22,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,125,8,eyJkIjpbMzQuMiwxOS4zXSwic2YiOjEyLCJ0IjoyMzV9,7B2264223A5B33342E322C31392E335D2C227366223A31322C2274223A3233357D,33,12,125000,868300000,CR_4_5,aa555a0000000000,-58,9.0,1,"{""d"":[34.2,19.3],""sf"":12,""t"":235}"
2025-07-07 21:13:40,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,126,8,eyJkIjpbMzMuNywyMC4zXSwic2YiOjcsInQiOjIzN30=,7B2264223A5B33332E372C32302E335D2C227366223A372C2274223A3233377D,32,7,125000,868100000,CR_4_5,aa555a0000000000,-58,13.2,,"{""d"":[33.7,20.3],""sf"":7,""t"":237}"
2025-07-07 21:13:58,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,127,8,eyJkIjpbMzQuNSwxOS43XSwic2YiOjgsInQiOjIzOH0=,7B2264223A5B33342E352C31392E375D2C227366223A382C2274223A3233387D,32,8,125000,868500000,CR_4_5,aa555a0000000000,-58,12.8,2,"{""d"":[34.5,19.7],""sf"":8,""t"":238}"
2025-07-07 21:14:17,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,128,8,eyJkIjpbMzQuMSwyMC4wXSwic2YiOjksInQiOjI0MH0=,7B2264223A5B33342E312C32302E305D2C227366223A392C2274223A3234307D,32,9,125000,868500000,CR_4_5,aa555a0000000000,-57,10.0,2,"{""d"":[34.1,20.0],""sf"":9,""t"":240}"
2025-07-07 21:14:35,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,129,8,eyJkIjpbMzMuNSwyMC42XSwic2YiOjEwLCJ0IjoyNDJ9,7B2264223A5B33332E352C32302E365D2C227366223A31302C2274223A3234327D,33,10,125000,868300000,CR_4_5,aa555a0000000000,-57,13.2,1,"{""d"":[33.5,20.6],""sf"":10,""t"":242}"
