timestamp,session_id,application_id,device_eui,event_type,fcnt,fport,raw_data_hex,raw_data_ascii,decoded_payload,gateway_id,rssi_dbm,snr_db,spreading_factor,bandwidth,frequency,gateway_lat,gateway_lon,gateway_alt,device_lat,device_lon,device_alt,battery_level,margin_db,acknowledged,gps_source,gps_format
2025-07-15 13:47:14,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,9,8,,,,aa555a0000000000,-19,10.8,SF8,125000,868500000,,,,,,,,,,,
2025-07-15 13:47:31,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,10,8,,,,aa555a0000000000,-18,12.8,SF9,125000,868100000,,,,,,,,,,,
2025-07-15 13:48:04,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,11,8,,,,aa555a0000000000,-18,10.0,SF7,125000,868500000,,,,,,,,,,,
2025-07-15 13:48:24,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,12,8,,,,aa555a0000000000,-18,13.8,SF8,125000,868100000,,,,,,,,,,,
2025-07-15 13:48:31,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,13,8,,,,aa555a0000000000,-18,14.0,SF8,125000,868300000,,,,,,,,,,,
2025-07-15 13:48:48,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,14,8,,,,aa555a0000000000,-19,9.5,SF9,125000,868500000,,,,,,,,,,,
2025-07-15 13:49:21,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,15,8,,,,aa555a0000000000,-19,10.0,SF7,125000,868500000,,,,,,,,,,,
2025-07-15 13:49:41,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,16,8,,,,aa555a0000000000,-18,14.0,SF8,125000,868100000,,,,,,,,,,,
2025-07-15 13:49:59,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,17,8,,,,aa555a0000000000,-18,11.8,SF9,125000,868300000,,,,,,,,,,,
2025-07-15 13:50:31,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,18,8,,,,aa555a0000000000,-19,9.8,SF7,125000,868500000,,,,,,,,,,,
2025-07-15 13:50:53,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,19,8,,,,aa555a0000000000,-18,14.2,SF8,125000,868300000,,,,,,,,,,,
2025-07-15 13:51:01,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,20,8,,,,aa555a0000000000,-18,14.2,SF8,125000,868100000,,,,,,,,,,,
2025-07-15 13:51:18,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,21,8,,,,aa555a0000000000,-18,11.8,SF9,125000,868100000,,,,,,,,,,,
2025-07-15 13:51:50,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,22,8,,,,aa555a0000000000,-18,13.5,SF7,125000,868100000,,,,,,,,,,,
2025-07-15 13:52:11,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,23,8,,,,aa555a0000000000,-18,14.2,SF8,125000,868300000,,,,,,,,,,,
2025-07-15 13:52:18,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,24,8,,,,aa555a0000000000,-18,13.8,SF8,125000,868100000,,,,,,,,,,,
2025-07-15 13:52:35,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,25,8,,,,aa555a0000000000,-18,12.0,SF9,125000,868300000,,,,,,,,,,,
2025-07-15 13:53:08,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,26,8,,,,aa555a0000000000,-18,13.5,SF7,125000,868100000,,,,,,,,,,,
2025-07-15 13:53:28,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,27,8,,,,aa555a0000000000,-18,13.8,SF8,125000,868100000,,,,,,,,,,,
2025-07-15 13:53:35,7ebbbea9,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,28,8,,,,aa555a0000000000,-18,10.5,SF8,125000,868500000,,,,,,,,,,,
