timestamp,session_id,application_id,device_eui,event_type,fcnt,fport,raw_data_hex,raw_data_ascii,decoded_payload,gateway_id,rssi_dbm,snr_db,spreading_factor,bandwidth,frequency,gateway_lat,gateway_lon,gateway_alt,device_lat,device_lon,device_alt,battery_level,margin_db,acknowledged,gps_source,gps_format
2025-07-17 13:30:56,2f8fd3d0,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,1983,8,353436453030303034303030383031453337343445333234303642453530353734463830343435333644363645323431,546E00004000801E3744E32406BE50574F8044536D66E241,,aa555a0000000000,-16,13.2,SF7,125000,868300000,,,,,,,,,,,
2025-07-17 13:31:02,2f8fd3d0,f323d877-2be9-4b23-aa8c-3965e2db3ac0,c95ca89cc36cee56,up,14,1,54d4717543b2a87543440000c8c15000000000531fe019c200000000,,,aa555a0000000000,-68,13.8,SF7,125000,867100000,,,,,,,,,,,
2025-07-17 13:31:07,2f8fd3d0,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,1984,8,353436453030343034303041434543433345343437363344304142453530393435313830343435334130393945313431,546E0040400ACECC3E44763D0ABE509451804453A099E141,,aa555a0000000000,-17,10.0,SF7,125000,868500000,,,,,,,,,,,
2025-07-17 13:31:15,2f8fd3d0,f323d877-2be9-4b23-aa8c-3965e2db3ac0,c95ca89cc36cee56,up,15,1,547477754318aa7543440000c8c15000000000531fe019c200000000,,,aa555a0000000000,-66,14.2,SF7,125000,867700000,,,,,,,,,,,
2025-07-17 13:31:19,2f8fd3d0,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,1985,8,353430383941373934303534434134434245343439423433304242453530323335433830343435333036303045303431,54089A794054CA4CBE449B430BBE50235C8044530600E041,,aa555a0000000000,-17,10.0,SF7,125000,868500000,,,,,,,,,,,
2025-07-17 13:31:27,2f8fd3d0,f323d877-2be9-4b23-aa8c-3965e2db3ac0,c95ca89cc36cee56,up,16,1,54a67475434aa77543440000c8c15000000000531fe019c200000000,,,aa555a0000000000,-66,14.8,SF7,125000,867900000,,,,,,,,,,,
2025-07-17 13:31:30,2f8fd3d0,25fd7890-9fa0-4b65-91c8-2d4159673db0,78563412efbeadde,up,1986,8,353433373030383034303935333233334246343430383242303742453530444235413830343435333036303045303431,5437008040953233BF44082B07BE50DB5A8044530600E041,,aa555a0000000000,-17,13.5,SF7,125000,868100000,,,,,,,,,,,
2025-07-17 13:31:40,2f8fd3d0,f323d877-2be9-4b23-aa8c-3965e2db3ac0,c95ca89cc36cee56,up,17,1,543c73754318aa7543440000c8c15000000000531fe019c200000000,,,aa555a0000000000,-68,14.2,SF7,125000,867100000,,,,,,,,,,,
